$mnu

Ser FLSB-2693
Ver FL 4.06
Ave 65
Pkt 10
Cal 0
Asv 4
Set 0
Rec 1
Int 00:59:48
Dat 10/26/16
Clk 22:34:55
Mem 1337
$mnu

Ser FLSB-2693
Ver FL 4.06
Ave 65
Pkt 10
Cal 0
Asv 4
Set 0
Rec 1
Int 00:59:48
Dat 10/26/16
Clk 22:35:31
Mem 1337
realtime is 223
unrecognized command
realtime is 224015
unrecognized command
$mnu

Ser FLSB-2693
Ver FL 4.06
Ave 65
Pkt 10
Cal 0
Asv 4
Set 0
Rec 1
Int 00:59:48
Dat 10/26/16
Clk 22:36:01
Mem 1337
$get
35314 records to read
05/05/16	16:00:17	695	1474	565
05/05/16	16:00:18	695	1415	565
05/05/16	16:00:19	695	1382	565
05/05/16	16:00:20	695	1369	564
05/05/16	16:00:21	695	1289	564
05/05/16	16:00:23	695	1284	564
05/05/16	16:00:24	695	1423	564
05/05/16	16:00:25	695	1360	564
05/05/16	16:00:26	695	1402	564
05/05/16	16:00:27	695	1380	564
05/05/16	17:00:17	695	1296	565
05/05/16	17:00:18	695	1246	565
05/05/16	17:00:19	695	1331	565
05/05/16	17:00:20	695	1182	565
05/05/16	17:00:21	695	1233	564
05/05/16	17:00:23	695	1239	564
05/05/16	17:00:24	695	1332	564
05/05/16	17:00:25	695	1317	564
05/05/16	17:00:26	695	1423	564
05/05/16	17:00:27	695	1198	564
05/05/16	18:00:17	695	1438	565
05/05/16	18:00:18	695	1555	565
05/05/16	18:00:19	695	1386	565
05/05/16	18:00:20	695	1373	564
05/05/16	18:00:21	695	1317	564
05/05/16	18:00:23	695	1397	564
05/05/16	18:00:24	695	1396	564
05/05/16	18:00:25	695	1373	564
05/05/16	18:00:26	695	1543	564
05/05/16	18:00:27	695	1447	564
05/05/16	19:00:17	695	1218	565
05/05/16	19:00:18	695	1241	565
05/05/16	19:00:19	695	1199	565
05/05/16	19:00:20	695	1182	565
05/05/16	19:00:21	695	1208	564
05/05/16	19:00:23	695	1135	564
05/05/16	19:00:24	695	1205	564
05/05/16	19:00:25	695	1238	564
05/05/16	19:00:26	695	1102	564
05/05/16	19:00:27	695	1210	564
05/05/16	20:00:17	695	1406	565
05/05/16	20:00:18	695	1513	565
05/05/16	20:00:19	695	1570	565
05/05/16	20:00:20	695	1487	565
05/05/16	20:00:21	695	1562	564
05/05/16	20:00:23	695	1472	564
05/05/16	20:00:24	695	1582	564
05/05/16	20:00:25	695	1409	564
05/05/16	20:00:26	695	1516	564
05/05/16	20:00:27	695	1592	564
05/05/16	21:00:17	695	1592	565
05/05/16	21:00:18	695	1567	565
05/05/16	21:00:19	695	1589	564
05/05/16	21:00:20	695	1550	564
05/05/16	21:00:21	695	1504	564
05/05/16	21:00:23	695	1527	564
05/05/16	21:00:24	695	1512	564
05/05/16	21:00:25	695	1606	564
05/05/16	21:00:26	695	1552	564
05/05/16	21:00:27	695	1488	564
05/05/16	22:00:17	695	1752	565
05/05/16	22:00:18	695	1871	565
05/05/16	22:00:19	695	1782	564
05/05/16	22:00:20	695	1705	565
05/05/16	22:00:21	695	1717	564
05/05/16	22:00:23	695	1608	564
05/05/16	22:00:24	695	1748	564
05/05/16	22:00:25	695	1668	564
05/05/16	22:00:26	695	1744	564
05/05/16	22:00:27	695	1646	564
05/05/16	23:00:17	695	1950	565
05/05/16	23:00:18	695	1833	565
05/05/16	23:00:19	695	1879	564
05/05/16	23:00:20	695	1814	564
05/05/16	23:00:21	695	1769	564
05/05/16	23:00:23	695	1873	564
05/05/16	23:00:24	695	1884	564
05/05/16	23:00:25	695	1918	564
05/05/16	23:00:26	695	1873	564
05/05/16	23:00:27	695	1831	564
05/06/16	00:00:17	695	1776	565
05/06/16	00:00:18	695	1765	565
05/06/16	00:00:19	695	2001	564
05/06/16	00:00:20	695	1985	564
05/06/16	00:00:21	695	1677	564
05/06/16	00:00:23	695	1818	564
05/06/16	00:00:24	695	1714	564
05/06/16	00:00:25	695	1854	564
05/06/16	00:00:26	695	1881	564
05/06/16	00:00:27	695	2122	564
05/06/16	01:00:17	695	1811	565
05/06/16	01:00:18	695	1891	564
05/06/16	01:00:19	695	1799	564
05/06/16	01:00:20	695	1852	564
05/06/16	01:00:21	695	1936	564
05/06/16	01:00:23	695	1925	564
05/06/16	01:00:24	695	1984	564
05/06/16	01:00:25	695	1952	564
05/06/16	01:00:26	695	1870	564
05/06/16	01:00:27	695	2035	563
05/06/16	02:00:17	695	1828	565
05/06/16	02:00:18	695	2091	565
05/06/16	02:00:19	695	1846	564
05/06/16	02:00:20	695	1982	564
05/06/16	02:00:21	695	2032	564
05/06/16	02:00:23	695	1941	564
05/06/16	02:00:24	695	2381	564
05/06/16	02:00:25	695	1956	564
05/06/16	02:00:26	695	1880	564
05/06/16	02:00:27	695	1912	564
05/06/16	03:00:17	695	2043	565
05/06/16	03:00:18	695	1839	565
05/06/16	03:00:19	695	2035	564
05/06/16	03:00:20	695	1791	564
05/06/16	03:00:21	695	1855	564
05/06/16	03:00:23	695	2027	564
05/06/16	03:00:24	695	1943	564
05/06/16	03:00:25	695	1882	564
05/06/16	03:00:26	695	1973	564
05/06/16	03:00:27	695	1936	563
05/06/16	04:00:17	695	1843	565
05/06/16	04:00:18	695	1830	565
05/06/16	04:00:19	695	1997	564
05/06/16	04:00:20	695	1887	564
05/06/16	04:00:21	695	2001	564
05/06/16	04:00:23	695	1882	564
05/06/16	04:00:24	695	1792	564
05/06/16	04:00:25	695	1851	564
